index,brand,Model,Price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,OS,year_of_warranty
758.0,lenovo,Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),,56.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
759.0,lenovo,Lenovo V15 G3 82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),29990.0,59.0,,ryzen 3,4.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,15.6,1920.0,1080.0,windows,1
760.0,lenovo,Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),46490.0,57.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,1
761.0,dell,Dell Inspiron 5630 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),94900.0,71.0,intel,core i7,12.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,16.0,2560.0,1600.0,windows,1
762.0,lenovo,Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),52101.0,66.0,intel,core i7,4.0,8.0,16.0,SSD,512.0,No secondary storage,0.0,,integrated,False,15.6,1920.0,1080.0,windows,1
763.0,hp,HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),58499.0,71.0,intel,core i5,6.0,12.0,8.0,,512.0,No secondary storage,0.0,nvidia,dedicated,False,16.1,1920.0,1080.0,windows,1
764.0,lenovo,,74889.0,64.0,,core i7,4.0,8.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
765.0,dell,,61990.0,56.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,,windows,1
766.0,hp,HP 15s-ey1509AU Laptop (AMD Athlon Silver 3050U/ 8GB/ 512GB SSD/ Win11),28750.0,49.0,amd,other,2.0,2.0,8.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,15.6,1366.0,768.0,windows,1
767.0,dell,Dell G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),157990.0,78.0,intel,core i7,14.0,20.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,,False,16.0,2560.0,1600.0,windows,1
768.0,,Dell 2023 G16-7630 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),166490.0,82.0,intel,core i7,14.0,20.0,32.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,16.0,,1600.0,windows,1
769.0,dell,Dell Inspiron 7430 IC7430FD64T001ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),99490.0,,,core i7,10.0,12.0,16.0,SSD,,No secondary storage,0.0,intel,integrated,True,14.0,1920.0,1200.0,windows,1
770.0,dell,Dell Inspiron 7430 IC7430VVR8C001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),80020.0,,intel,,10.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,True,14.0,1920.0,1200.0,windows,1
771.0,hp,HP 14s-dr3003TU 832T7PA Laptop (Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),28206.0,50.0,intel,pentium,4.0,4.0,8.0,SSD,512.0,No secondary storage,,intel,integrated,False,14.0,1366.0,768.0,windows,1
,dell,Dell Inspiron 15 3530 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),42990.0,57.0,intel,core i3,5.0,6.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
,infinix,Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),38990.0,58.0,intel,core i5,4.0,8.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,1
774.0,dell,Dell Inspiron 5430 IN54304D6P9M01ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),88980.0,56.0,intel,core i7,10.0,12.0,16.0,,,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,1
775.0,,Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),71990.0,52.0,intel,core i5,10.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,,1
776.0,dell,Dell Inspiron 7430 IC7430PXXWC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),73990.0,57.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,True,14.0,1920.0,1200.0,windows,1
777.0,asus,,27990.0,45.0,intel,celeron,2.0,2.0,8.0,SSD,256.0,No secondary storage,0.0,intel,,False,15.6,1920.0,1080.0,windows,1
778.0,hp,HP Victus 15-fb0137AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),73990.0,67.0,amd,ryzen 7,,16.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
779.0,asus,Asus Vivobook 15 X515EA-EJ542WS Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),49490.0,58.0,intel,core i5,4.0,8.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
780.0,dell,Dell Inspiron 5430 IN5430YXVW9M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),61990.0,56.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,,14.0,1920.0,1080.0,windows,1
781.0,hp,HP ProBook 445 G8 7K2J8PA Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ FreeDOS),45899.0,63.0,amd,ryzen 7,8.0,16.0,8.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,14.0,1920.0,1080.0,dos,1
782.0,hp,HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),68489.0,65.0,intel,core i7,10.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
,hp,HP Victus 15-fb0133AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),63314.0,67.0,amd,ryzen 5,6.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,amd,dedicated,False,15.6,1920.0,1080.0,windows,1
784.0,asus,Asus Vivobook 16 2023 M1605YA-MB521WS Laptop (Ryzen 5 7530U / 8GB/ 512GB SSD/ Win11 Home),48990.0,63.0,amd,ryzen 5,6.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,16.0,1920.0,1200.0,windows,1
,lenovo,Lenovo V14 G3 82TSA01KIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Dos),31490.0,,intel,core i3,6.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,dos,1
786.0,hp,HP 14-ep0068TU Laptop (Core i3-N305/ 8GB/ 512GB SSD/ Win11 Home),38990.0,47.0,intel,core i3,8.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,1
787.0,hp,HP Victus 15-fb0136AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),64990.0,66.0,amd,ryzen 5,6.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
788.0,acer,Acer One 14 Z2-493 Business Laptop (AMD Ryzen 5 / 8GB/ 512GB SSD/ Win11),32890.0,56.0,amd,ryzen 5,4.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,amd,,False,14.0,1366.0,768.0,windows,1
789.0,msi,MSI Katana 15 B12UDXK-1017IN Gaming Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),91990.0,75.0,intel,core i7,10.0,16.0,8.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,,2
790.0,msi,MSI Katana 15 B12UDXK-1019IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),87990.0,75.0,intel,core i5,8.0,12.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,2
791.0,acer,Acer One 14 Business Z2-493 Laptop (Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11),28999.0,53.0,amd,ryzen 3,2.0,4.0,8.0,SSD,512.0,,0.0,amd,integrated,False,14.0,1366.0,768.0,windows,1
792.0,hp,HP 15s-fq3071TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),29490.0,50.0,intel,,2.0,2.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.0,1366.0,768.0,windows,1
793.0,hp,HP Victus 15-fb0135AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),61990.0,64.0,amd,ryzen 5,6.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
794.0,asus,Asus Zenbook 14X OLED 2023 UM5401QA-KM751WS Laptop (Ryzen 7 5800HS / 16GB/ 1TB SSD/ Win11 Home),76990.0,64.0,amd,ryzen 7,8.0,16.0,16.0,,1024.0,No secondary storage,0.0,amd,integrated,False,14.0,2880.0,1800.0,windows,1
795.0,dell,Dell G15-5530 Gaming 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4060 8GB Graph),149290.0,76.0,intel,core i7,14.0,,,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,,windows,1
796.0,acer,Acer Aspire 5 A515-58P NX.KHJSI.001 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),39990.0,51.0,intel,core i3,6.0,8.0,8.0,SSD,512.0,,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
797.0,,HP Pavilion 15-eg3027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),75533.0,66.0,intel,core i5,12.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
798.0,dell,DELL Inspiron 3530 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),43000.0,52.0,intel,core i3,8.0,8.0,8.0,SSD,256.0,No secondary storage,0.0,intel,integrated,,15.6,1920.0,1080.0,windows,1
799.0,dell,Dell G16-7630 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),187990.0,79.0,intel,core i9,24.0,32.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,,16.0,2560.0,1600.0,windows,1
,dell,Dell G15-5530 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),109990.0,,intel,core i7,14.0,16.0,16.0,SSD,,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
,dell,Dell G15-5530 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ RTX 4050 6GB Graph),129990.0,75.0,intel,core i7,14.0,20.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
802.0,dell,,81402.0,69.0,intel,core i5,10.0,16.0,8.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
803.0,acer,Acer Aspire Vero AV14-52P NX.KJTSI.002 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),49990.0,50.0,intel,core i3,6.0,8.0,16.0,SSD,,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,1
804.0,acer,Acer Aspire Vero AV14-52P NX.KJSSI.002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),58269.0,59.0,intel,core i5,10.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,1
805.0,acer,Acer Aspire 5 A515-58M NX.KHGSI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),56490.0,52.0,intel,core i5,10.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
806.0,acer,Acer Aspire 5 A515-58M NX.KHFSI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),55900.0,50.0,intel,core i5,10.0,12.0,8.0,,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
807.0,hp,HP Pavilion x360 14-ek1020TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11),,71.0,intel,core i7,10.0,12.0,16.0,SSD,512.0,No secondary storage,,intel,integrated,True,14.0,1920.0,1080.0,windows,1
,asus,Asus Vivobook 15X 2023 K3504VAB-NJ321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),39990.0,54.0,intel,core i3,6.0,8.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,,1
809.0,msi,MSI Stealth 17 Studio A13VG-029IN Gaming Laptop (13th Gen Core i7/ 16GB/ 2TB SSD/ Win11 Home/ 8GB Graph),279990.0,85.0,intel,core i7,14.0,,16.0,SSD,2048.0,No secondary storage,0.0,nvidia,dedicated,False,17.3,2560.0,1440.0,windows,2
810.0,asus,Asus TUF A15 FA577RM-HQ032WS Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),104749.0,71.0,amd,ryzen 7,8.0,,16.0,SSD,1024.0,No secondary storage,0.0,,dedicated,False,15.6,2560.0,1440.0,windows,
811.0,asus,Asus TUF Gaming F15 2023 FX507VU-LP083WS Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),126890.0,73.0,intel,core i7,14.0,20.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
812.0,asus,Asus ROG Zephyrus G14 2023 GA402XV-N2034WS Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),199990.0,89.0,amd,ryzen 9,8.0,16.0,32.0,SSD,,No secondary storage,0.0,nvidia,dedicated,False,14.0,2560.0,,windows,1
813.0,asus,Asus TUF Gaming A15 2023 FA577XU-LP041WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),131990.0,84.0,,ryzen 9,8.0,16.0,16.0,SSD,1024.0,,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
814.0,asus,Asus TUF Gaming F15 2023 FX507VU-LP091WS Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),133890.0,75.0,intel,core i7,14.0,20.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
815.0,asus,Asus TUF Gaming A15 2023 FA577XV-HQ036WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),154990.0,83.0,amd,,8.0,16.0,,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,2560.0,1440.0,windows,1
816.0,lenovo,Lenovo IdeaPad Slim 5 82FG01B3IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),52900.0,67.0,intel,core i5,4.0,8.0,16.0,SSD,512.0,,0.0,intel,integrated,False,15.6,,1080.0,windows,1
817.0,asus,Asus ROG Strix G16 2023 G614JU-N3221WS Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),144406.0,73.0,intel,core i5,10.0,16.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,16.0,1920.0,1200.0,windows,1
818.0,asus,Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),,77.0,amd,ryzen 7,8.0,16.0,16.0,,,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
819.0,asus,Asus ROG Zephyrus G14 2023 GA402XZ-N2020WS Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),260990.0,89.0,amd,ryzen 9,8.0,16.0,32.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,14.0,2560.0,1600.0,windows,1
820.0,asus,Asus ROG Zephyrus G14 2023 GA402NU-N2023WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),149990.0,76.0,amd,ryzen 7,8.0,16.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,14.0,,1600.0,windows,1
821.0,asus,Asus TUF Gaming A17 FA777XU-HX026WS Gaming Laptop (AMD Ryzen 9 7940HS / 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),134990.0,80.0,amd,ryzen 9,8.0,16.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,17.3,1920.0,,windows,1
822.0,asus,Asus Vivobook 15X OLED M3504YA-LK541WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),60379.0,67.0,amd,ryzen 5,6.0,12.0,16.0,SSD,,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
823.0,lenovo,Lenovo IdeaPad 3 15IAU7 82RK00LWIN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),,58.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
824.0,asus,Asus ROG Flow Z13 2023 GZ301VV-MU014WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),209890.0,73.0,,core i9,14.0,20.0,16.0,,1024.0,No secondary storage,0.0,nvidia,dedicated,True,13.4,2560.0,1600.0,windows,1
825.0,asus,Asus TUF Gaming F15 2023 FX507VV-LP071WS Gaming Laptop (13th Gen Core i9/ 16GB/1TB SSD/ Win11 Home/ 8GB Graph),154990.0,82.0,intel,core i9,14.0,,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
826.0,asus,Asus Vivobook S15 2022 K3502ZA-KJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),69990.0,66.0,intel,core i5,12.0,16.0,16.0,,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
827.0,asus,Asus Vivobook 16X 2023 K3605ZC-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),84950.0,72.0,intel,core i5,8.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,16.0,1920.0,1200.0,windows,1
828.0,hp,,69990.0,65.0,intel,core i5,8.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,1
829.0,acer,Acer Predator Helios 16 PH16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),,70.0,intel,core i7,16.0,24.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,16.0,2560.0,1600.0,windows,1
830.0,,Asus Vivobook Pro 15 OLED K6502VU-MA541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),113401.0,75.0,intel,core i5,12.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,2880.0,1620.0,windows,1
831.0,dell,Dell Alienware x14 R2 2023 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph),225490.0,78.0,intel,core i7,10.0,16.0,32.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,14.0,2560.0,1600.0,windows,1
832.0,dell,Dell Alienware m16 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph),220990.0,,,core i7,16.0,24.0,16.0,SSD,1024.0,,0.0,nvidia,dedicated,False,16.0,2560.0,1600.0,windows,1
833.0,hp,HP 15-hr0000TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),67400.0,,intel,core i5,,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
834.0,hp,HP 15-hr0001TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),64990.0,59.0,intel,core i5,10.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
835.0,msi,MSI Thin GF63 12UCX-269IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),76990.0,69.0,intel,core i5,8.0,12.0,16.0,HDD,1024.0,SSD,256.0,nvidia,dedicated,False,15.6,1920.0,1080.0,windows,
836.0,msi,MSI Katana 15 B12UDXK-1006IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),72990.0,71.0,intel,,8.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,,windows,2
837.0,acer,Acer Swift Go 14 SFG14-41 NX.KG3SI.003 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),58990.0,62.0,amd,ryzen 5,6.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,14.0,1920.0,,windows,1
,hp,HP 15s-eq1580AU Laptop (AMD Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11 Home),32990.0,58.0,amd,ryzen 3,2.0,4.0,8.0,SSD,512.0,No secondary storage,0.0,amd,integrated,False,15.6,1920.0,1080.0,windows,1
839.0,hp,HP 15-fd0021TU Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),61490.0,57.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
840.0,asus,Asus Vivobook S15 OLED 2023 S5504VA-MA741WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),105990.0,66.0,intel,core i7,14.0,20.0,16.0,SSD,512.0,,0.0,intel,integrated,False,15.6,2880.0,1620.0,windows,1
841.0,msi,MSI Thin GF63 12VE-267IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11/6GB Graphics),86990.0,73.0,intel,core i5,8.0,12.0,16.0,HDD,1024.0,SSD,256.0,,dedicated,False,15.6,1920.0,1080.0,windows,No information
,asus,Asus Vivobook 16X 2023 K3605VC-MB951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),111439.0,76.0,intel,core i9,14.0,20.0,16.0,,1024.0,,0.0,nvidia,dedicated,False,16.0,1920.0,1200.0,windows,1
843.0,msi,MSI Stealth 16 Studio A13VG-030IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),249990.0,86.0,intel,core i7,14.0,20.0,32.0,,1024.0,No secondary storage,0.0,nvidia,dedicated,False,16.0,2560.0,1600.0,windows,2
844.0,asus,Asus Vivobook 14X 2023 K3405VF-LY541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),76619.0,66.0,intel,,12.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,14.0,1920.0,1200.0,windows,1
845.0,acer,Acer Predator Helios Neo 16 PHN16-71 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),142999.0,78.0,intel,core i7,16.0,24.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,16.0,2560.0,1600.0,windows,1
846.0,asus,Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),93999.0,70.0,intel,core i5,12.0,16.0,,,512.0,No secondary storage,0.0,nvidia,dedicated,False,14.0,2880.0,1800.0,windows,1
847.0,asus,,161513.0,84.0,intel,core i9,14.0,,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,2880.0,1620.0,windows,1
848.0,asus,Asus Zenbook Pro 14 Duo OLED 2023 UX8402VU-MZ551WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),199990.0,71.0,intel,core i5,12.0,16.0,16.0,SSD,1024.0,No secondary storage,0.0,nvidia,dedicated,True,14.5,2880.0,1800.0,windows,1
849.0,,HP ProBook 440 G9 6J8T1PA Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),118000.0,75.0,intel,core i7,10.0,12.0,16.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,14.0,1920.0,1080.0,windows,1
850.0,hp,HP 15-fd0024TU Laptop (13th Gen Core i7/ 16GB/ 512 GB SSD/ Win11 Home),79590.0,66.0,intel,core i7,12.0,16.0,16.0,,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
851.0,msi,MSI GF63 Thin 11SC-1298IN Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11/ 4GB Graph),63990.0,71.0,intel,core i7,8.0,16.0,16.0,HDD,1024.0,SSD,,nvidia,dedicated,,15.6,1920.0,,windows,No information
852.0,asus,Asus VivoBook 15 X515EA-EJ342WS Laptop (11th Gen Core i3/ 16GB/ 512GB SSD/ Win11),35990.0,56.0,intel,core i3,2.0,4.0,16.0,SSD,512.0,No secondary storage,0.0,,integrated,False,15.6,1920.0,1080.0,windows,1
853.0,hp,,52990.0,57.0,intel,core i5,10.0,12.0,8.0,SSD,512.0,No secondary storage,0.0,intel,integrated,False,15.6,1920.0,1080.0,windows,1
854.0,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop (AMD Ryzen 7-5800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63190.0,67.0,,ryzen 7,8.0,16.0,8.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,,windows,1
855.0,lenovo,Lenovo Ideapad Gaming 3 15ACH6 82K20145IN Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),81000.0,71.0,amd,ryzen 7,8.0,16.0,16.0,SSD,512.0,No secondary storage,0.0,nvidia,dedicated,False,15.6,1920.0,,windows,1
